Id;Title;Distributor;Genre
381;Z;Rialto Pictures;Thriller-or-Suspense
382;Sleep Dealer;Maya Releasing;Thriller-or-Suspense
383;Body of Lies;Warner Bros.;Thriller-or-Suspense
384;Julia;Magnolia Pictures;Thriller-or-Suspense
385;Ne le dis Ã  personne;Music Box Films;Thriller-or-Suspense
386;Not Forgotten;Anchor Bay Entert…;Thriller-or-Suspense
387;Eagle Eye;Paramount Pictures;Thriller-or-Suspense
388;Le combat dans l'Ã®le;The Film Desk;Thriller-or-Suspense
389;Beyond a Reasonable Doubt;Anchor Bay Entert…;Thriller-or-Suspense
390;Changeling;Universal;Thriller-or-Suspense
391;Surveillance;Magnolia Pictures;Thriller-or-Suspense
392;Death in Love;Screen Media Films;Thriller-or-Suspense
393;Donkey Punch;Magnolia Pictures;Thriller-or-Suspense
394;Killshot;Weinstein Co.;Thriller-or-Suspense
395;Los CronocrÃ­menes;Magnolia Pictures;Thriller-or-Suspense
396;The Escapist;ThinkFilm;Thriller-or-Suspense
397;The Skeptic;IFC Films;Thriller-or-Suspense
398;The Perfect Sleep;Cinema Epoch;Thriller-or-Suspense
399;Pontypool;IFC Films;Thriller-or-Suspense
400;The Canyon;Truly Indie;Thriller-or-Suspense
401;Shanghai Red;Indican Pictures;Thriller-or-Suspense
403;Inception;Warner Bros.;Thriller-or-Suspense
404;Shutter Island;Paramount Pictures;Thriller-or-Suspense
405;Salt;Sony Pictures;Thriller-or-Suspense
406;The Town;Warner Bros.;Thriller-or-Suspense
407;Takers;Sony Pictures;Thriller-or-Suspense
408;The Tourist;Sony Pictures;Thriller-or-Suspense
409;Black Swan;Fox Searchlight;Thriller-or-Suspense
410;Edge of Darkness;Warner Bros.;Thriller-or-Suspense
411;The American;Focus Features;Thriller-or-Suspense
412;Brooklyn's Finest;Overture Films;Thriller-or-Suspense
413;From Paris With Love;Lionsgate;Thriller-or-Suspense
414;Skyline;Universal;Thriller-or-Suspense
